REFRAC15  0.54  0.38  0.26  0.16  0.10  0.05  0.02  0.00 -0.00 -0.00 -0.00 -0.00
REFRAC20  0.59  0.45  0.33  0.21  0.13  0.06  0.02  0.00 -0.00 -0.01 -0.00 -0.00
REFRAC30  0.56  0.45  0.36  0.25  0.19  0.11  0.04  0.01 -0.00 -0.01 -0.00 -0.00
REFRAC40  0.52  0.43  0.35  0.27  0.21  0.14  0.06  0.02  0.00 -0.01 -0.01 -0.00
REFRAC55  0.47  0.39  0.33  0.26  0.21  0.15  0.09  0.04  0.01 -0.00 -0.01 -0.01
